replace,abstract
http://hdl.handle.net/1957/61641,"Work-related musculoskeletal disorders (WMSDs) are prevalent amongsurgeons due to a variety of risk factors. Various subjective tools have beenused to investigate the associations between these risk factors and theircontributions to the development of WMSDs. This study aimed to provide asummary of a collection of popular subjective tools, including their applicationsand risk factors investigated using these tools, and to develop a comprehensivequestion pool and general guidelines to assist researchers to select tools basedon their research interests. Furthermore, the developed comprehensive questionpool was used to create a questionnaire and investigate the risk factorsassociated with developing WMSDs among surgeons with experience ofperforming a variety of surgical procedures.A systematic literature review was performed using six electronicdatabases. Articles that met inclusion criteria were investigated thoroughly.Questions were categorized based on the categories of risk factors and outcomemeasurements to create the comprehensive question pool. The results of the systematic review indicated that among 60 articles meeting inclusion criteria, 10 standard, 5 modified version, and 18 self-developed tools were recognized. The NASA-TLX and Nordic Musculoskeletal questionnaires were the most popular tools. Four groups of risk factors were identified: physical, cognitive, psychosocial, and individual factors. Physical and individual risk factors have received more attention compared with the psychosocial and cognitive risk factors. It was also found that investigating the short-term outcome measurements, such as discomfort, got more attention comparing the long-term ones.The second objective of this study was to use the developed comprehensive question pool to create a questionnaire and investigate the risk factors associated with developing WMSDs among surgeons. Seven surgeons from local hospitals participated in the pilot study. They answered to the questions about each of the categories of risk factors. The results of the questionnaire indicated that the levels of risk factors are different while performing different surgical procedures of open, laparoscopic, and robotic. The results also showed that surgeons who are aware of ergonomic guidelines experience discomfort in fewer regions of their bodies after performing surgeries.The results of this study indicated that only few tools can be used to investigate the risk factors from all four categories of risk factors. Moreover, risk factors from different groups got different levels of attention. Using the developed comprehensive question pool helped us to create a questionnaire more efficiently to investigate the risk factors associated with developing WMSDs thoroughly. The results of the survey itself showed the association between the risk factors and prevalence of discomfort among surgeons and different levels of risk of performing different surgical procedures. The results also indicated the importance of ergonomic guidelines awareness in reducing the risk of developing WMSDs among surgeons. Since most of the risk factors included in these tools are very common among various occupations, the general guidelines developed in this paper can be used by researchers who are interested in reducing the risk of the development of WMSDs among surgeons and workers in other occupations."
http://hdl.handle.net/1957/61643,"During the first decades of the twentieth century different attempts were made to unify the diversifying and specializing sciences. One of these attempts manifested as the History of Science. Established in 1913 with the academic journal Isis, its first article written by George Sarton clarified that the field was created to keep connected and synthesize the sciences, which had become highly stratified over the previous century. The primary concern was that scientists would lose the ability to communicate across disciplines, that the many branches would disintegrate into ever-increasing specializations, and that science itself would lose its meaning. This thesis looks at another attempt to unify the sciences that emerged at this time in Germany: phenomenology.Edmund Husserl created phenomenology to provide the unified foundation of the sciences. The phenomenologist who accomplished this was one of his students, Edith Stein. This thesis looks at Stein’s historical context: the intellectual influences and the European cultural crisis that conditioned phenomenology’s first decades. This thesis then examines Stein’s phenomenology and its consequences. My analysis found that as a result of her phenomenological investigation of empathy, Stein asserted the foundation of the sciences is the unfolded person."
http://hdl.handle.net/1957/61644,"Scalable array transceivers with wide frequency tuning range are attractive for next-generationradios. Key challenges for such radios include generation of LO signals with widefrequency tuning range, scalable synchronization between multiple array unit cells andtolerance to in-band and out-of-band interferers. This thesis presents approaches toaddress these challenges in commercial CMOS technologies.The first part focuses on a series resonant mode-switching VCO architecture thatachieves both state-of-art area and power efficiency with an octave frequency tuningrange from 6.4-14 GHz achieved 186-dB-188-dB Figure-of-Merit (FoM) in 65 nm CMOStechnology. The scalability of this approach towards achieving even larger FTR is alsodemonstrated by a triple-mode 2.2 GHz to 8.7 GHz (119% FTR) CMOS VCO.In the second part a scalable, single-wire coupled-PLL architecture for RF mm-wavearrays is presented. The proposed architecture preserves the simplicity of a daisy-chained LO distribution, compensates for phase offset due to interconnect, and provides phasenoise improvement commensurate to the number of coupled PLLs. Measurements on a28 GHz CMOS prototype demonstrate the feasibility of this scheme.The third part of this thesis presents filtering techniques for in-band blocker suppression.A spatial spectral notch filter design for MIMO digital beam forming arrays is proposedto relax the ADC dynamic range requirement. Orthogonal properties of Walsh functionsincorporated into passive N-path approach enables reconfigurable notches at multiplefrequencies and angles-of-incidence. A 0.3 GHz-1.4 GHz four-element array prototypeimplemented in 65 nm CMOS achieves > 15-dB notch filtering at RF input for twoblockers while causing < 3-dB NF degradation.Finally, a code-domain N-path receiver (RX) is proposed based on pseudo-random(PN) code-modulated LO pulses for simultaneous transmission and reception (STAR)applications. A combination of Walsh-Function and PN sequence is proposed to createcode-domain matched filter at the RF frontend which reflects unknown in-band blockersand rejects known in-band TX self-interference (SI) by using orthogonal codes at RXinput thereby maximizing the SNR of the received signals. The resulting prototype in65 nm is functional from 0.3 GHz-1.4 GHz with 35 dB gain and concurrently receivestwo code-modulated signals. Proposed transmitter (TX) SI mitigation approach resultsin 38.5 dB rejection for -11.8 dBm 1.46 Mb s QPSK modulated SI at RX input. TheRX achieves 23.7 dBm OP1dB for in-band SI, while consuming ∼35 mW and occupies0.31 mm2"
http://hdl.handle.net/1957/61646,"Across the U.S. social activism is on the upsurge, offering possibilities for a revolution against capitalism. However, these possibilities are potentially undermined by entrenched factionalism amongst the left. At root, such in-fighting is fostered by the creation of false dualistic frameworks on the transition out of capitalism and into the next social system. These frameworks are categorized into two typologies labelled the “strategic” and “prefigurative” camps. Blasting open these dualisms can bridge the left and allow for fresher views on revolution and the role of the state, leadership and vanguardism, the significance of democracy, and the value of utopian dreaming. Replacing these frameworks is a methodology called the radical imagination, which poses that within everyday life exist creative opportunities for rebellion. The radical imagination enables the process of seizing spaces for revolutionary (re)production. By viewing daily life as the struggle against alienation, possibilities abound in capturing previously mundane spaces and injecting them with revolutionary activity."
http://hdl.handle.net/1957/61647,"This study explores the narratives of male undergraduate students and their experiences with body dissatisfaction. The inquiry utilizes a constructivist epistemology and a qualitative design in order to best understand previous and current experiences of individuals who have reflected upon their body image as part of their identity. To gather data, this study utilizes narrative inquiry through in-depth interviews and asks participants to share stories in their lives that have shaped the way they view their bodies. Additionally, this research attempts to learn more about their coping strategies, including self-care, help-seeking, and risk-taking practices connected to body dissatisfaction. Participant responses were used to create themes that best represented the coping strategies of the sample of male undergraduates. The results of the study could be utilized by universities to provide direction to counselors and university practitioners in their support of body dissatisfied male students as well as in their promotion and programming efforts in body image."
http://hdl.handle.net/1957/61648,"Over the course of the last century, a successful history of fire suppression has contributed to unsuccessful present day control over wildfire. In the absence of fire and the janitorial and ecological services it provides, drier inland forests are shifting in species composition and exceeding densities that cannot survive and persist in current fire patterns occurring on the landscape. In the past two decades, managers have introduced restoration use of fire and thinning for their ecological benefits and to convert fuel-heavy forests to fuel-lean landscapes to lessen the threat of stand-replacing wildfire. In this study, we evaluated the long-term impact of forest restoration practices on soil biochemistry and the mycorrhizal fungi associated with ponderosa pine (Pinus ponderosa). Study sites were located in the Blue Mountains of northeastern Oregon where treatments implemented in 1998 and 2000 included mechanical thinning of forested areas, prescribed fire, a combination of thinning followed by fire, and an untreated control. Soil sampling for this study occurred in 2014 and included four replications of each treatment for a total of 16 experimental units. Fungal-specific sequence analysis of morphotyped root-tips from ponderosa pine was used to assess the species diversity and root-tip density abundance of each fungal taxon within each sample unit. Additionally, litter depth, pH, and soil carbon (C), nitrogen (N), and Bray phosphorus (P) were measured from soil cores that were stratified into depths of 0-5cm and 5-10cm. Bray-P, pH, and percent C differed among treatments. Bray-P and percent C and N differed between soil depths. The results indicated that given a decade-plus period of recovery, mycorrhizal fungi in dry inland forests dominated by ponderosa pine returned to levels similar to the untreated controls. Similar litter depths across treatments suggest that litter depth stabilizes over time in these forests. Soil C and nutrient differences may have been driven by the thinning treatments and the resultant deposition of residual slash following harvesting or the consumption of slash by prescribed fire. Elevated ectomycorrhiza biomass in the thinning and burning treatment may be a response of the host trees that creates a larger nutrient acquisition network in a less fertile environment. The results of this study demonstrate the resiliency of these forests to disturbances associated with restoration treatments, providing managers increased flexibility of options if maintaining abundant and persistent fungal communities is a concern. Given that the mean fire return interval for these forests is 15 years, a second reintroduction of prescribed fire may be timely."
http://hdl.handle.net/1957/61649,"Species distribution models (SDM), which  quantify  the correlation between the distribution of a species and environmental factors, are increasingly used to map and monitor animal and plant distributions in the context of awareness of environmental change and its ecological consequence. For perfect data, this is a straightforward classification problem from environmental features to presence or absence labels. But for imperfect data, such as the citizen science data from eBird, in which volunteers report locations where they observed or failed to observe sets of species, mistakes will cause label noise. In this case,  both  the class features and the observation features would be  sources of  false positive noise and false negative noise. However, few common modeling approaches for this task  address these sources of noise explicitly. In this work, I explore the idea of treating this problem as a classification problem with class-conditional label noise.  By leveraging additional information about observation features, this model outperforms other candidates significantly when sufficient data is available. I describe the conditions under which the parameters of my proposed model are identifiable, explore the impact of model misspecification,  and apply this model to simulated data and real data from the eBird citizen science project."
http://hdl.handle.net/1957/61650,"School is a hostile environment for many LGBTQ youth. Teachers participate, consciously or unconsciously, in perpetuating oppressive heteronormative expectations in the classroom both through the overt and covert curriculum. Yet, pre-service teachers are under-trained about questions related to gender and sexuality during their teacher preparation. This qualitative study explores the reasons behind this lack of widespread training by focusing on the experiences of eight teacher educators in a public university located in the Northwest of the United States. Data was collected over the course of nine months through the recording of interviews with teacher educators, the analysis of syllabi, class observations, and an online survey answered by eighteen pre-service teachers. Data was then analyzed through an intersectional theoretical framework relying on queer theory, Queer of Color and Queer Indigenous Critiques, and critical pedagogy. Four themes emerged from this analysis, pointing to the limits of certain practices, and to the obstacles faced by teacher educators who were generally hesitant to include non-normative genders and sexualities in their curriculum: Practices, Self, Others, and Institution. Discourses at work around gender and sexuality in education, and the impact that neoliberalism’s stranglehold on higher education exerts on faculty’s practices highlight the structural factors that also come into play in the absence of preparation for future teachers to challenge heteronormativity."
http://hdl.handle.net/1957/61651,"Animals can be naturally exposed simultaneously to multiple stressors. These include habitat changes, contaminants, diseases, invasive species, parasitism, and predation. Exposure to various combinations of biotic and abiotic stressors may induce behavioral changes that affect the way an individual interacts within its environment.Like other groups of organisms, amphibians are exposed to a wide array of both natural and introduced stressors. However, due to their life history and utility in experimental studies, amphibians can serve as useful models to examine how an animal behaves when encountering various stressors. Unlike other vertebrates, amphibians have a biphasic life cycle and are aquatic or terrestrial during different times of their life cycle. In their aquatic phase, amphibians may use chemical cues to detect the presence of stressors. For example, predators may emit chemical cues that an amphibian could detect, or another amphibian that has been captured may emit chemical cues that alert nearby       conspecifics of a threat. Moreover, amphibians may use chemical cues to detect parasites when parasites are at certain life stages.In this thesis, I experimentally tested the behavioral reactions of the larvae of a model amphibian species to the presence of alarm cues emitted by amphibian larvae, a pathogen, and a parasite. The pathogen and parasite were an emerging infectious chytrid fungus and a trematode, respectively. Although the interaction between anti-pathogen, anti-parasite and anti-predator responses in larval amphibians has received some attention, results have shown strong interspecific variation in behavioral responses by amphibians to pathogens, parasites, and predators. Moreover, there is less information about the response of amphibians to simultaneous stressors. To examine the behavioral responses of an amphibian to predation cues, pathogens, and parasites I exposed western toad larvae to combinations of the chytrid fungus, Batrachochytrium dendrobatidis (Bd), a trematode parasite, and conspecific alarm cues in a fully factorial experiment. Based on the findings of Han et al. (2011), I predicted that prior exposure to Bd would result in tadpoles having increased activity levels when in the presence of echinostome trematode ocercariae and conspecific alarm cues. Based on the findings of Hews and Blaustein (1985), I also predicted that tadpoles exposed to echinostome cercariae and conspecific alarm cues would avoid the conspecific alarm cues. I found that prior Bd exposure did not influence activity levels of tadpoles exposed to echinostome cercariae and conspecific alarm cues but it did influence avoidance behaviors. Tadpoles that had been previously exposed to Bd displayed increased avoidance behaviors when in the presence of echinostome cercariae and conspecific alarm cues when compared to tadpoles that had only been exposed to echinostome cercariae and conspecific alarm cues. The results fromthis research provide more information about the interactions of commonly co-occurring stressors and an emerging pathogen and their effects on amphibian behavior."
http://hdl.handle.net/1957/61652,"Phytophthora ramorum continues to cause extensive mortality of tanoaks in southwestern Oregon. Rain readily washes inoculum down through the canopy, causing new infections on the lower parts of the tree and neighboring host plants. Although this aspect of dispersal is well understood, the relative importance of infested soil and leaf litter as factors contributing to the spread of disease remain unclear. The primary objectives of this study were: (i) to compare the amount of inoculum washed down through the canopy to that splashed up from soil and litter, and (ii) to detect and quantify inoculum in relation to soil depth. Over the course of the 2014-2015 rainy season, rainwater was collected 8 times and soil sampled 3 times from within the Generally Infested Area in Brookings, Oregon. Rainwater, soil, and litter were subject to both qPCR and traditional baiting methods. P. ramorum was detected by qPCR more frequently in splash-up from the ground surface than from canopy throughfall. P. ramorum was only detected in soil twice via qPCR and was never recovered by baiting. In canopy throughfall water, qPCR also proved to be a more sensitive way to detect the pathogen than baiting with whole rhododendron leaf baits. In the Oregon tanoak forest studied, quantification of Phytophthora ramorum was not possible because inoculum      levels were too low and distribution was too uneven for reliable detection with the methods employed."
http://hdl.handle.net/1957/61653,"Communities across the American West face new challenges in water management: historical management structures devised to prioritize economic uses, predominantly agriculture, are being tasked with adapting to address growing and changing populations, unaddressed species and ecosystem needs, and climatic changes. Scholars in the field of collaborative governance posit that collaborative processes may generate more innovative and flexible solutions better suited to resolving modern environmental problems, such as water management, than traditional regulatory approaches. However, there is a debate within this field about how collaboration and regulatory enforcement in the form of litigation may interact: does litigation destroy collaborative governance efforts or does litigation serve as a mechanism to facilitate collaboration? This thesis explores this question through a qualitative case study of the Upper Deschutes River Basin in Oregon, which provides an example of a community wrestling with the changing context of water management in the American West. Stakeholders, representing the diverse water interests in the basin, began two collaborative processes, the Upper Deschutes River Basin Study and the Deschutes Basin Habitat Conservation Plan, to lay the foundation for a new water management regime to address this changing context. However, a participant in these processes was concerned that they were not progressing and filed a lawsuit under the citizen suit provision of the Endangered Species Act seeking to mandate immediate flow changes in the Upper Deschutes River to protect the federally threated Oregon spotted frog. The results of this research, derived from semi-structured interviews with participants in the processes and observation and document analysis techniques, reveal that in this case the litigation, while having negative effects, did not destroy the collaborative processes; rather the litigation served as a mechanism to facilitate the collaborative processes by increasing incentives for the powerful to commit to making change within the collaborative processes and creating an assurance mechanism for the weak that their interests will be met in the collaboratives. The results of this research also illustrate that while the litigation was seen to help facilitate the collaborative processes, ultimately collaboration is perceived as the best method for developing a new water management regime in the basin."
http://hdl.handle.net/1957/61654,"Two parties, Alice and Bob, hold inputs x and y respectively. They wish to compute a function f of their inputs. In an ideal world, f (x, y) could be calculated by sending the inputs to a trusted third party. In the absence of such a third party, Alice and Bob are required to communicate directly. Alice would like the real-world computation of f to reveal no more about her input x to Bob than he could have deduced from the ideal-world interaction. In addition, Alice would like this guarantee to hold even if Bob cheats at the protocol. Bob would like the computation to have the same properties with regards to security against malicious Alice.If both parties have unlimited computation power, such a feat is impossible for all but the simplest f . We introduce a trusted third party that can compute for Alice and Bob a different function g. If f can be computed in this modified model, we say that f reduces to g. Some g, which we call complete, have a special structural property that allows all f to reduce to g. These reductions are well-studied. Unfortunately, if g does not have this structural property, we do not fully understand reductions to g. This thesis describes our work in characterizing this landscape.In particular, we show that if f reduces to g by some deterministic protocol or by a randomized protocol with a strict sub-logarithmic bound in the number of communication rounds, then we can shorten these protocols to use only a single call to g. In addition, we give a combinatorial property of f and g that is present if and only if this single-call protocol is possible. We also show an example of f and g where a randomized and potentially super-logarithmic protocol is required for f to reduce to g. This example hints at a direction for future investigation towards the complete characterization of these reductions."
http://hdl.handle.net/1957/61655,"Following a history of tensions surrounding concubinage in medieval and early modern Spain, the Church sought greater control of religious life, particularly over the sacrament of marriage, via the Holy Office of the Inquisition. The Church exercised its strengthened restrictions and prosecuted these relationships with more frequency, as did civil courts. Still, concubinage [termed 'amancebamiento' within the archive] took place in many forms and with frequency throughout the viceregal period in New Spain. This calls into question whether public perceptions of sex and sexuality reflected those imposed by the Church. Using the lenses of colonialism, gossip, and narrative, this thesis will address the following concerns: Why did these relationships persist at the risk of prosecution? Who engaged in these types of relationships? How did the courts, including the Holy Office, prosecute these offenses? What social implications did amancebados face for their relationships? Did the Church seek to control viceregal sexuality or the propagation of dissident beliefs? Based on archival research conducted at the Archivo General de la Nación in Mexico City, this thesis argues that in spite of attempts to regulate sexuality throughout the viceroyalties, ecclesiastical rhetoric did not sexually suppress the viceregal populace, nor did it prevent lay interpretation of Catholic doctrine."
http://hdl.handle.net/1957/61656,"The first goal of this master’s thesis was to investigate the linkage between a non-destructive testing method, surface resistivity, and premature concrete deterioration brought on by chloride ingress and or freeze-thaw cycling. The experimental method for this project consists of taking surface resistivity measurements of reinforced concrete slabs after they were ponded with a magnesium chloride de-icing solution, containing a corrosion inhibitor. Reinforced concrete slabs and companion concrete cylinders also underwent freeze thaw cycling to observe its effect on surface resistivity in conjunction with exposure to chlorides. Many factors such as internal and ambient temperature and relative humidity affect surface resistivity measurements so this data was also collected.  To compare the surface resistivity to the rate of chloride ingress, cores were taken from the slabs. As expected, the surface resistivity of the concrete slabs initially increased while the concrete cured and lost moisture due to the hydration process and to the environment. Once ponding of the chloride solution started, however, there began to be a decrease in surface resistivity. This decrease in surface resistivity is believed to be caused by the increase of free chlorides present in the slabs after being saturated with the de-icing solution. The surface resistivity of the corresponding slabs that were ponded with tap water remained constant. These results show that surface resistivity measurements are a potential indicator of chloride ingress and, therefore, may correlate to risk of corrosion in reinforced concrete. The effect of freeze thaw cycling on surface resistivity, according to this study, is that it increases the surface resistivity. This is due to the micro-cracking in the concrete matrix, caused by the freeze-thaw damage. In the second part of this master’s thesis the corrosion susceptibility of ductile iron pipe (DIP) was investigated. Ductile iron pipe has been used mostly in the water transmission field since the 1950s. At that time, ductile iron pipe replaced traditional cast iron pipe, due to ductile iron’s superior strength properties. More recently, ductile iron pipe has been considered as a replacement for traditional timber poles for power transmission.  While there are benefits to using ductile iron such as its strength and sustainability, ductile iron suffers from pitting corrosion due to the nodular structure of its free graphite. This type of corrosion can lead to severe deterioration of the pipe in localized areas. Due to this, researchers have been studying ductile iron durability and developing solutions for its durability issues. In this research study ductile iron was tested for its susceptibility to corrosion. Samples were subjected to an accelerated corrosion process inside a salt fog chamber. After the samples had corroded, mass loss measurements were taken. Tensile strength tests were also done before and after corrosion. Stainless steel samples were tested alongside the ductile iron for comparison. In addition to the corrosion chamber and strength tests, electrochemical tests were done to characterize the corrosion kinetics of ductile iron. Stainless steel samples showed almost no change in mass loss and tensile strength after corrosion. Ductile iron samples, on the other hand, had a corrosion rate of approximately 52.6 mpy (1.3 mmy), and a 10 ksi (69 MPa) decrease in ultimate tensile strength after corrosion. Open circuit potential results showed that the ductile iron samples had a higher potential, and thus, lower corrosion resistance than the stainless steel samples. Similarly, electrochemical impedance spectroscopy showed that stainless steel had a greater impedance than ductile iron, which correlates to increased corrosion resistance. Analysis of cyclic polarization curves showed that the ductile iron samples had much higher corrosion rates than stainless steel samples. However, the corrosion products which formed on the ductile iron samples appeared to be protective in nature. This indicates that ductile iron may have good field performance."
http://hdl.handle.net/1957/61657,"Decisions about college are significant in the lives of students and their families, especially since these are often the first major life-decisions that adolescents are able to make largely on their own (Galotti, 1995; Galotti & Mark, 1994). It is widely recognized that family history plays a role in whether a person chooses to pursue post-secondary education, with children of parents that hold college degrees far more likely to follow in their footsteps. Little is known, though, of other family relationships and their impacts on educational decisions. Sibling relationships have been identified as playing a large role in development during childhood and adolescence, with siblings acting as role models, supporters, collaborators, and competitors, among other things (Cicirelli, 1995; Milevsky, 2005; Seginer, 1998; Weaver, Coleman, & Ganong, 2003). Positive sibling relationships have been associated with child adjustment (Pike, Coldwell, & Dunn, 2005), while conflictual relationships between siblings can help adolescents learn about social rules and boundaries (Raffaelli, 1992). In young adulthood, siblings spend less time with one another but are more likely to report emotional and warm relationships along with a decrease in conflict (Buhrmester & Furman, 1990; Scharf, Shulman, & Avigad-Spitz, 2005). The quality of the relationship between siblings has also been found to be critical since these relationships play a role in individuals’ psychosocial and emotional development. Positive sibling relationships are related to positive sibling adjustment, and positive and affectionate relationships can be protective in the face of stressful situations (Branje, van Lieshout, van Aken, & Haselager, 2004; Gass, Jenkins, & Dunn, 2007; Pike et al., 2005; Senginer, 1998). This thesis is grounded in the life course theoretical perspective. The life course perspective provides many conceptual ideas that are promising for understanding the role siblings may play in first-generation students’ decision-making process around college. Specifically, the main life course principles of historical time and place, linked lives, timing in the life, and agency are considered, along with institutionalization of the life course and cumulative advantage and disadvantage.This exploratory study examines sibling and parent relationships as they relate to college decision-making for first-generation college students. First-generation college students are defined as those whose parents never enrolled in college or those whose parents never graduated from college (Cabrera, 2014; Nunez & Cuccaro-Alamin, 1998; TRIO History; TRiO Student Support Services, 2016). Of particular interest for this study is whether the quality of sibling relationships impacts first-generation students, and if their influence is greater than the influence of their parents. Measures used in the study include a variation of the Warmth scale from the Adult Sibling Relationship Questionnaire-Short (Stocker, Lanthier, & Furman, 1997; Lanthier, Stocker, & Furman, 2000), parent and sibling college decision-making matrices, and open-ended questions pertaining to whether and how siblings and parents impacted college decisions. Research questions posed for this study are as follows: 1. Who contributes more in the college decision-making process, parents or siblings? 2. Is sibling warmth associated with college decision-making above and beyond demographic factors, first-generation status, and whether or not siblings have attended college? 3. Do siblings provide more assistance in the college decision-making process among first-generation students than among non-first-generation students? 4. Among first-gen students, are the roles of siblings and parents less differentiated in the college decision-making process?Results from this study indicated that siblings and parents contribute a significantly different level of assistance in the college decision-making process of students, with parents contributing a significantly larger amount (as indicated by the number of pre-college activities that parents participated in compared to siblings). Sibling warmth was found to be significantly associated with college decision-making, above and beyond demographics, first-generation status, and siblings’ college attendance. For first-generation students, siblings did not contribute a higher level of assistance in the college decision-making process when compared to their non-first-generation counterparts. Finally, it was found that while parents play a larger role than siblings in the college decision-making process of students, the difference in support between parents and siblings is far less distinct when the student is first-generation.This research provides insight into how sibling warmth and college attendance of siblings can play a role in the college aspirations of others in the family. It also highlights the importance of siblings specifically for first-generation students, indicating that while parents remain a significant source of support, siblings in these situations can be a critical supplementary resource."
http://hdl.handle.net/1957/61658,"Reasoning about 3D shape of objects is important for successful computer visionapplications in robotics, 3D rendering and modeling. In this thesis, we address twoproblems { First, given an image, we generate 3D shape of the foreground object thatappears in the image. Second, we predict the class label of the input 3D object shape.Recent work uses convolutional neural networks (CNNs) for these problems. However,their training is difficult, since it requires a large amount of training data. Also, in 3Dshape generation, existing approaches can not generate realistic 3D shapes and havelimited variations in generated 3D shapes.This thesis addresses these issues. We present two novel approaches, one for eachproblem. First, for 3D classification, we formulate CNN learning as a beam searchaimed at identifying an optimal CNN architecture as well as estimating parametersof such an optimal CNN. This model pursuit approach is evaluated on 3D ShapeNetdataset. Second, we introduce a 3D-VAE-GAN (3D Variational AutoEncoder - Generative Adversarial Network) model to synthesize high-quality 3D objects from 2D imagesin ObjectNet3D dataset. Our experimental evaluation shows that our new CNN learningachieves the state-of-the-art results with better modeling efficiency, i.e., with fewer parameters which are much easier to train. Also, in 3D shape synthesis, we achieve largervariability in shapes."
http://hdl.handle.net/1957/61659,"Renewable energy sources are becoming increasingly important due to their low environmental impact and limitless nature. This thesis explores the design of a 250 mW permanent magnet linear generator wave energy converter to power ocean sensors. While many wave energy converters exist, this is a unique application because the wave energy device is neither at the surface nor at the seafloor and is a low power application. The permanent magnet linear generator detailed in this thesis would enable the continuous operation of ocean mixing sensors with minimal maintenance and intervention."
http://hdl.handle.net/1957/61660,"Bicyclists are one of the highest and most vulnerable road users. This is due to the higher likelihood of being seriously injured when involved in a crash. This research seeks to understand two different behavioral interactions of an implemented facility user: the motorist (secondary user) and bicyclist (primary user). The resulting model is for road segments only and does not include intersections. For the bicyclists behavior this research attempts to understand the use of available buffered bicycle lane; a bicyclists’ sway (or side to side movement) within a buffered bicycle lane; the passing of another bicyclist; and the behavior of vehicles adjacent to the travel lanes under different operating conditions of traffic densities, speeds, and facility design. For the motorist behavior, the research is seeks to understand the motorist and bicyclist behavior during a high-risk vehicle bicyclist conflict point to define near miss collisions. The data that is to be evaluated by an ANOVA are the non-truncated and truncated data sets for each buffered bicycle lane facility. A binary logistic regression (logit) model was used to evaluate the behavior of near miss collisions between a bicyclist and motorized vehicles."
http://hdl.handle.net/1957/61661,"Untreated wood is inherently hygroscopic and moisture content variations can have substantial effects on dimensional stability leading to the development of deep surface checks that further enhance moisture uptake and ultimately encourage deterioration. The horizontal exposure of wood crossties makes water repellency and dimensional stability particularly important in railroad applications. Ties are typically preservative treated to prolong service life. Preservatives primarily protect against insect and fungal attack, but many also alter hygroscopicity and enhance dimensional stability. Currently, there is no standard method for assessing the water repellency and its interaction with dimensional stability in large wooden members such as railroad ties.Potential methods for assessing moisture behavior were investigated on four wood species. Untreated or materials treated with creosote, pentachlorophenol or ammoniacalcopper zinc arsenate were assessed. Samples were subjected to eight accelerated wetting and drying cycles. Dimensional stability and water repellency were evaluated after each cycle using digital image analysis techniques to quantify checking and observing water droplet contact angle over time, respectively. Water repellency varied widely with cycles, but creosote and pentachlorophenol treated samples provided the best resistance to moisture uptake. Dimensional stability was more variable and more dependent on treatment in terms of check development. The results of this work will be used to develop a rapid, reproducible and cost-effective method for assessing the water repellency and dimensional stability of preservative treated wood used in railroad and other applications."
http://hdl.handle.net/1957/61662,"Load modeling that can accurately represent the dynamic behavior of generators and loads is important in the operation and planning of transmission and distribution systems. Yet, it is a complex subject in power system research communities and electric utilities. The composition of the end-use loads is changing continually based on climate zone, season, and time. The WECC composite load model has been developed recently to better represent Fault Induced Delayed Voltage Recovery (FIDVR) events, which is caused by air-conditioning stalling phenomena. The approach is based on using the information of the load class at the substation level and composition of air-conditioning, induction machines, power electronics, and static loads associated with the load class. Therefore, it is important to be able to identify and classify the load class. This can be accomplished by using machine learning based signature detection since each load class has a unique signature response due to a particular disturbance in the system.         The objective of this project is to implement a supervised learning, Artificial Neural Network (ANN), algorithm to detect and classify the composite load signatures in terms of residential, commercial, agriculture, and mixed load class. Furthermore, the process of creating WECC composite load model data, using the Load Model Data Tool (LMDT), to be used in time-domain dynamic simulation (PSS E) is demonstrated. The One-Area Reliability Test System is used for the purpose of demonstration and validation of our proposed methodology.         In term of classification accuracy, the classifier gives about 87 percent using standardization for data normalization and Principle Component Analysis (PCA) for feature reduction."
http://hdl.handle.net/1957/61663,"One of the biggest hurdles for a juvenile salmonid (Oncorhynchus mykiss) is migrating downstream from freshwater spawning grounds to the ocean. Juveniles from wild broodstock were reared from the South Santiam River for more than 1 year at the Oregon Hatchery Research Center (OHRC) in Alsea, OR. The fish were reared for 9 months on two treatments: conventional tanks and tanks with a scalable complex structure that was easy for hatchery staff to implement and clean. Both groups were reared at densities below conservation hatchery standards and fed low-lipid experimental diets. Assessment of fish quality included morphometric measurements, behavioral assessments, and growth rate analyses. Fin morphometrics showed the dorsal and caudal fins of fish reared in tanks with structure had less fin degradation than fish reared in conventional hatchery tanks. The two treatments also provided fish for behavioral assessments, including predator-avoidance and foraging behavior patterns. A separate third component tested fish growth rate related to the egg size of individual at spawning. It was shown that fish originating from smaller eggs (within a single female) grow at a faster rate than larger eggs. The goal of this project is to improve on current hatchery practices to produce a wild “surrogate” fish for tagging studies when a wild run is not large enough to provide experimental animals."
http://hdl.handle.net/1957/61664,"Humans have a desire for a connection among others, and they also have a desire for both giving and receiving affection, regardless of class, age, gender, cultural or religious backgrounds. There is a plethora of research on the health benefits for both giving and receiving affection in romantic and family relationships. However, there is a lack of research about the benefits of receiving affection in the workplace. The general discourse surrounding workplace affection is negative because it is viewed as inappropriate in a workplace setting. However, affection is innate and humans are adept at giving and receiving affection. In fact, there are consequences on a person’s mental and physical health when this desire is not met. Therefore, the objective of this study was to understand if affection in the workplace could be beneficial on an employee’s perception of stress, depression, and job satisfaction. Also, to learn if the personality characteristics self-esteem, introversion and trait affection impact perceptions of affection in the workplace. The study found that personality characteristics do play a role in perceptions of received coworker affection. The study also found that affection does have an impact on stress, depression and job satisfaction."
